doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,doc_id,article_id,title,year,source_database,genus_raw,genus_for_stm,mentioned_genera,journal,doi
389,0.001661625904420725,9.7834582040748e-4,0.7293192980917826,3.034464082836194e-4,3.2486620928352545e-4,0.005711878691052259,0.207051643254512,0.023364926598255602,1.1679867530025415e-5,0.03127228915447199,389,389,MUTATION IN BEES .3. APPLICATION IN BEE POPULATIONS OF A MUTATION-RATE,1986,Web of Science,Multiple,Multiple,Melipona; Scaptotrigona,REVISTA BRASILEIRA DE GENETICA,
390,0.0765742425616969,4.841964018243403e-4,0.0023979677776373373,0.016341072923130154,0.007526490389299193,0.03889900261037287,0.011570583357389232,0.8359779275110927,0.0028018192131119505,0.007426697254445342,390,390,Ultraspiracle of the stingless bees Melipona scutellaris and Scaptotrigona depilis:: cDNA sequence and expression profiles during pupal development,2007,Web of Science,Multiple,Multiple,Melipona; Scaptotrigona,APIDOLOGIE,10.1051/apido:2007035
391,1.4433517343401637e-5,5.817805869985373e-4,9.188652057336926e-4,1.7436360835723514e-5,0.003132931671270429,0.0029591066966635693,0.006045846033747593,0.004052508283852944,2.4519657843636642e-6,0.9822746396777698,391,391,GENETIC-VARIABILITY IN NATURAL-POPULATIONS OF BRAZILIAN SOCIAL BEES .1. ISOZYME PATTERNS AND POLYMORPHISM FOR ESTERASES AND TOTAL PROTEIN,1990,Web of Science,Multiple,Multiple,Melipona; Plebeia,REVISTA BRASILEIRA DE GENETICA,
392,2.8211687289055244e-4,1.2701404577898596e-4,1.9680193812942302e-4,6.360505083785081e-5,0.005759436018108914,0.013364617553396258,0.04923428343803186,0.002988509943868667,6.169845435836749e-4,0.9273666305953737,392,392,"Molecular Marker to Identify Two Stingless Bee Species: Tetragonisca angustula and Tetragonisca fiebrigi (Hymenoptera, Meliponinae)",2012,Web of Science,Tetragonisca,Tetragonisca,Tetragonisca,SOCIOBIOLOGY,
393,0.026182304706999854,0.004051224207839849,0.023415403109940777,0.004078459226626836,8.841492945723006e-4,8.972412504845376e-4,8.445034810280309e-4,0.6872146774913863,0.25205562137377785,3.7641585734393804e-4,393,393,Developmental and behavioral modulation of humoral immunity in the stingless bee Frieseomelitta varia,2026,Web of Science,Frieseomelitta,Frieseomelitta,Frieseomelitta,APIDOLOGIE,10.1007/s13592-026-01270-8
394,0.19695895329640778,0.00781990878647394,0.3351782016656698,0.005162743218380032,4.2402403126117996e-4,0.005404494203449188,0.0025345983896874467,0.004849155572646135,0.44145825609838024,2.0966473764386724e-4,394,394,Conserved gut microbiomes with cross-species spillover between sympatric Neotropical stingless bees and honey bees,2026,Web of Science,Melipona,Melipona,Melipona,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,10.1128/aem.02483-25
395,0.004368430676819481,2.9678603967638597e-6,4.648568989415846e-4,1.0230223360875641e-4,0.0017409962974589733,0.02247428298596002,0.7684621991405703,0.0022651171631147184,5.094591106638328e-4,0.19960938763246547,395,395,"Genetic divergence between populations of the stingless bee uruqu amarela (Melipona rufiventris group, Hymenoptera, Meliponini):: Is there a new Melipona species in the Brazilian state of Minas Gerais?",2007,Web of Science,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572007000400027
396,0.001404816134732528,0.001045790162958699,0.754985348774458,4.000565997666278e-4,2.8400890637443507e-4,0.007161491406597912,0.1065576870488829,0.10987628740884987,1.000728169792543e-5,0.018274506275681446,396,396,"SEX DETERMINATION IN BEES .33. DECREASE OF XO-HETEROALLELES IN A FINITE POPULATION OF MELIPONA-SCUTELLARIS (APIDAE, MELIPONINI)",1995,Web of Science,Melipona,Melipona,Melipona,REVISTA BRASILEIRA DE GENETICA,
397,0.013370364871866472,0.010395832626694914,0.060498293073806116,0.01451603789835952,0.003006173476772051,0.29487525135717635,0.01658595092462558,0.3913273799892151,0.1905538019442256,0.004870913837258714,397,397,"Heat shock genes in the stingless bee Melipona interrupta (Hymenoptera, Meliponini)",2018,Web of Science,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR RESEARCH,10.4238/gmr18062
398,4.864547482450548e-4,0.3234044917923817,0.013159629874447054,0.011349647775055708,0.0013940782444761541,0.6305867658554158,5.000172903677147e-4,0.0013783268342548475,4.0544794162543115e-7,0.01774018213741476,398,398,BACILLUS DNA IN FOSSIL BEES - AN ANCIENT SYMBIOSIS,1994,Web of Science,Proplebeia,Other_rare_genera,Proplebeia,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,10.1128/aem.60.6.2164-2167.1994
399,0.002397646697673834,0.001909633915994069,0.0022690527581335326,0.002851793432815999,0.04286475404232492,4.1290738878559845e-4,0.004446438588941333,0.932831864441791,0.0022799080442504624,0.007736000689289126,399,399,GENETIC DETERMINATION OF CASTES IN THE GENUS MELIPONA,1950,Web of Science,Melipona,Melipona,Melipona,GENETICS,
400,0.006566073636298186,1.7414823051419782e-4,0.03403160481082798,3.558378315399653e-4,4.4122005320590955e-4,0.010372425050360049,0.9387483399738145,0.0023440719444001103,0.00373384440270588,0.0032324340663335833,400,400,Evidence for Gradients of Melipona rufiventris (Hymenoptera: Apidae) Genetic Diversity within the Brazilian Semiarid,2022,Web of Science,Melipona,Melipona,Melipona,ENTOMOLOGY AND APPLIED SCIENCE LETTERS,10.51847/3bdobenvih
401,0.005840029700533474,0.008662816808681837,0.12503364689564803,0.0015767903362655382,3.876246011276988e-4,0.006063982046426504,0.021451858436034293,0.042706049695348636,0.7872285849192109,0.0010486165607228254,401,401,"The microbiota of stingless bees: adaptive advantages in their development, feeding, and protection",2024,Web of Science,Unclassified,Unclassified,,ENTOMOLOGIA GENERALIS,10.1127/entomologia/2024/2360
402,1.3762476813293235e-4,0.010451021671510347,0.3815733995363882,1.1562293635255867e-4,0.001498228064802064,0.012464438798107411,0.023320236285165538,0.015701972152912087,1.3272887998610984e-4,0.5546047269066428,402,402,A COMPARATIVE-STUDY OF ESTERASE ISOZYMES IN HYMENOPTERA,1987,Web of Science,Trigona,Trigona,Trigona,ACTA ENTOMOLOGICA SINICA,
403,1.3496435621362994e-4,0.008657907324964218,0.22256463884761932,1.0796196712594448e-4,0.0019956052048432124,0.012018066422268818,0.024463528163283618,0.012365035850035653,1.4001589039693368e-4,0.7175522759732487,403,403,A COMPARATIVE-STUDY OF ESTERASE ISOZYMES IN 6 SPECIES OF APIS AND 9 GENERA OF APOIDEA,1986,Web of Science,Trigona,Trigona,Trigona,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.1986.11100705
404,0.19034220786148323,6.4535818703655e-4,0.11824902963212464,0.0014254129654301978,7.783818361689611e-4,0.027027361084783017,0.6535745123816715,0.005934974069177379,9.846684693149243e-4,0.0010380935128093444,404,404,Mitochondrial sequencing and geometric morphometrics suggest two clades in the Tetragonilla collina (Apidae: Meliponini) population of Thailand,2017,Web of Science,Unclassified,Unclassified,,APIDOLOGIE,10.1007/s13592-017-0517-3
405,0.9791142031494813,7.238898983471548e-5,8.953145559552436e-4,0.0018471658872418009,0.0035306947315435276,0.0025125224066247,0.008051394301775242,0.0038013906875536147,1.802247049084427e-5,1.569028194989113e-4,405,405,Genes versus environment: geography and phylogenetic relationships shape the chemical profiles of stingless bees on a global scale,2013,Web of Science,Unclassified,Unclassified,,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2013.0680
406,0.41123949289010037,0.021297351152482012,0.15477764801836968,0.017645070752762854,0.18971309330256309,0.02517535977591027,0.04518199491749082,0.08434548057185258,9.675236609640162e-5,0.050527756252372255,406,406,"DIET INFLUENCE ON THE EVOLUTION OF THE DNA CONTENT AND NUCLEAR-SURFACE OF HYPOPHARYNGEAL GLAND-CELLS FROM SCAPTOTRIGONA-POSTICA (HYMENOPTERA, APIDAE)",1983,Web of Science,Scaptotrigona,Scaptotrigona,Scaptotrigona,ANNALES DES SCIENCES NATURELLES-ZOOLOGIE ET BIOLOGIE ANIMALE,
407,0.0033755321712098663,0.394718957561775,0.029568224992161076,0.004092472913664245,0.023297161783853493,0.006988595724392863,0.011570501461374854,0.0445046839023212,0.09956377331093065,0.3823200961783168,407,407,"POLYPLOIDY PATTERN IN LARVAL SILK GLANDS OF MELIPONA-QUADRIFASCIATA (HYMENOPTERA, APOIDEA)",1970,Web of Science,Melipona,Melipona,Melipona,INSECTES SOCIAUX,
408,0.0015275955491982631,0.012964701100566604,0.12178935757347488,0.0015026186325273997,0.004468106381222005,0.0012987386940517844,0.008171233131513016,0.8133884762695573,0.0018144839716421062,0.03307468869624639,408,408,SEX DETERMINATION IN BEES .11. PRODUCTION OF DIPLOID MALES AND SEX DETERMINATION IN MELIPONA-QUADRIFASCIATA,1979,Web of Science,Melipona,Melipona,Melipona,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.1979.11099950
409,0.0020007970323777445,0.14849347574545757,0.021763659485377587,9.088006262428727e-4,0.011807719911456271,0.0015172089565278072,0.004456661124440139,0.02982173982244682,0.6644804462326808,0.11474949106299245,409,409,"POST-EMBRYONIC CHANGES IN MELIPONA-QUADRIFASCIATA ANTHIDIOIDES LEP. (HYM., APOIDEA) .5. POLYPLOIDY IN LARVAL MALPIGHIAN TUBULES",1969,Web of Science,Melipona,Melipona,Melipona,CYTOLOGIA,
